0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
15629 0 25,19 25,18 25,17 24,17 23,17 23,18 22,18 22,17
15630 0 25,20 25,19 25,18 25,17 24,17 23,17 23,18 22,18
15631 0 25,20 25,19 25,18 25,17 24,17 23,17 23,18 22,18
15632 0 24,20 25,20 25,19 25,18 25,17 24,17 23,17 23,18
15633 0 24,21 24,20 25,20 25,19 25,18 25,17 24,17 23,17
15634 0 24,21 24,20 25,20 25,19 25,18 25,17 24,17 23,17
15635 0 24,22 24,21 24,20 25,20 25,19 25,18 25,17 24,17
15636 0 24,23 24,22 24,21 24,20 25,20 25,19 25,18 25,17
15637 0 24,23 24,22 24,21 24,20 25,20 25,19 25,18 25,17
15638 0 24,22 24,21 24,20 25,20 25,19 25,18 25,17 25,16
15639 0 24,21 24,20 25,20 25,19 25,18 25,17 25,16 24,16
15640 0 24,20 25,20 25,19 25,18 25,17 25,16 24,16 23,16
15641 0 24,20 25,20 25,19 25,18 25,17 25,16 24,16 23,16
15642 0 24,21 24,20 25,20 25,19 25,18 25,17 25,16 24,16
15643 0 24,21 24,20 25,20 25,19 25,18 25,17 25,16 24,16
15644 0 23,21 24,21 24,20 25,20 25,19 25,18 25,17 25,16
15645 0 22,21 23,21 24,21 24,20 25,20 25,19 25,18 25,17
15646 0 21,21 22,21 23,21 24,21 24,20 25,20 25,19 25,18
15647 0 22,21 23,21 24,21 24,20 25,20 25,19 25,18 25,17
15648 0 22,21 23,21 24,21 24,20 25,20 25,19 25,18 25,17
15649 0 23,21 24,21 24,20 25,20 25,19 25,18 25,17 26,17
15650 0 23,20 23,21 24,21 24,20 25,20 25,19 25,18 25,17
15651 0 23,20 23,21 24,21 24,20 25,20 25,19 25,18 25,17
15652 0 23,21 24,21 24,20 25,20 25,19 25,18 25,17 26,17
15653 0 24,21 24,20 25,20 25,19 25,18 25,17 26,17 26,16
15654 0 23,21 24,21 24,20 25,20 25,19 25,18 25,17 26,17
15655 0 24,21 24,20 25,20 25,19 25,18 25,17 26,17 27,17
15656 0 24,21 24,20 25,20 25,19 25,18 25,17 26,17 27,17
15657 0 24,20 25,20 25,19 25,18 25,17 26,17 27,17 27,18
15658 0 25,20 25,19 25,18 25,17 26,17 27,17 27,18 26,18
15659 0 25,20 25,19 25,18 25,17 26,17 27,17 27,18 26,18
15660 0 25,20 25,19 25,18 25,17 26,17 27,17 27,18 26,18
15661 0 25,20 25,19 25,18 25,17 26,17 27,17 27,18 26,18
15662 0 24,20 25,20 25,19 25,18 25,17 26,17 27,17 27,18
15663 0 24,19 24,20 25,20 25,19 25,18 25,17 26,17 27,17
15664 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 26,17
15665 0 24,19 24,20 25,20 25,19 25,18 25,17 26,17 26,16
15666 0 24,19 24,20 25,20 25,19 25,18 25,17 26,17 26,16
15667 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 26,17
15668 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 26,17
15669 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 26,17
15670 0 23,18 24,18 24,19 24,20 25,20 25,19 25,18 25,17
15671 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 25,16
15672 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 25,16
15673 0 24,18 24,19 24,20 25,20 25,19 25,18 25,17 25,16
15674 0 24,19 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15675 0 24,19 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15676 0 24,20 25,20 25,19 25,18 25,17 25,16 25,15 24,15
15677 0 24,20 25,20 25,19 25,18 25,17 25,16 25,15 24,15
15678 0 23,20 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15679 0 24,20 25,20 25,19 25,18 25,17 25,16 25,15 25,14
15680 0 24,19 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15681 0 24,19 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15682 0 24,20 25,20 25,19 25,18 25,17 25,16 25,15 25,14
15683 0 24,21 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15684 0 24,21 24,20 25,20 25,19 25,18 25,17 25,16 25,15
15685 0 24,20 25,20 25,19 25,18 25,17 25,16 25,15 26,15
15686 0 25,20 25,19 25,18 25,17 25,16 25,15 26,15 27,15
15687 0 25,20 25,19 25,18 25,17 25,16 25,15 26,15 27,15
15688 0 25,19 25,18 25,17 25,16 25,15 26,15 27,15 28,15
15689 0 26,19 25,19 25,18 25,17 25,16 25,15 26,15 27,15
15690 0 27,19 26,19 25,19 25,18 25,17 25,16 25,15 26,15
15691 0 27,18 27,19 26,19 25,19 25,18 25,17 25,16 25,15
15692 0 26,18 27,18 27,19 26,19 25,19 25,18 25,17 25,16
15693 0 27,18 27,19 26,19 25,19 25,18 25,17 25,16 25,15
15694 0 27,18 27,19 26,19 25,19 25,18 25,17 25,16 25,15
15695 0 26,18 27,18 27,19 26,19 25,19 25,18 25,17 25,16
15696 0 26,18 27,18 27,19 26,19 25,19 25,18 25,17 25,16
15697 0 26,18 27,18 27,19 26,19 25,19 25,18 25,17 25,16
15698 0 26,17 26,18 27,18 27,19 26,19 25,19 25,18 25,17
15699 0 25,17 26,17 26,18 27,18 27,19 26,19 25,19 25,18
15700 0 26,17 26,18 27,18 27,19 26,19 25,19 25,18 24,18
15701 0 26,18 27,18 27,19 26,19 25,19 25,18 24,18 24,19
15702 0 26,18 27,18 27,19 26,19 25,19 25,18 24,18 24,19
15703 0 26,17 26,18 27,18 27,19 26,19 25,19 25,18 24,18
15704 0 26,17 26,18 27,18 27,19 26,19 25,19 25,18 24,18
15705 0 26,17 26,18 27,18 27,19 26,19 25,19 25,18 24,18
15706 0 26,16 26,17 26,18 27,18 27,19 26,19 25,19 25,18
15707 0 26,16 26,17 26,18 27,18 27,19 26,19 25,19 25,18
15708 0 26,16 26,17 26,18 27,18 27,19 26,19 25,19 25,18
15709 0 25,16 26,16 26,17 26,18 27,18 27,19 26,19 25,19
15710 0 25,16 26,16 26,17 26,18 27,18 27,19 26,19 25,19
15711 0 26,16 26,17 26,18 27,18 27,19 26,19 25,19 25,20
15712 0 26,17 26,18 27,18 27,19 26,19 25,19 25,20 25,21
15713 0 26,18 27,18 27,19 26,19 25,19 25,20 25,21 26,21
15714 0 26,18 27,18 27,19 26,19 25,19 25,20 25,21 26,21
15715 0 27,18 27,19 26,19 25,19 25,20 25,21 26,21 26,20
15716 0 27,18 27,19 26,19 25,19 25,20 25,21 26,21 26,20
15717 0 27,18 27,19 26,19 25,19 25,20 25,21 26,21 26,20
15718 0 27,18 27,19 26,19 25,19 25,20 25,21 26,21 26,20
15719 0 26,18 27,18 27,19 26,19 25,19 25,20 25,21 26,21
15720 0 25,18 26,18 27,18 27,19 26,19 25,19 25,20 25,21
15721 0 26,18 27,18 27,19 26,19 25,19 25,20 25,21 25,22
15722 0 25,18 26,18 27,18 27,19 26,19 25,19 25,20 25,21
15723 0 25,17 25,18 26,18 27,18 27,19 26,19 25,19 25,20
15724 0 25,17 25,18 26,18 27,18 27,19 26,19 25,19 25,20
15725 0 25,18 26,18 27,18 27,19 26,19 25,19 25,20 24,20
15726 0 26,18 27,18 27,19 26,19 25,19 25,20 24,20 23,20
15727 0 26,18 27,18 27,19 26,19 25,19 25,20 24,20 23,20
15728 0 26,18 27,18 27,19 26,19 25,19 25,20 24,20 23,20
15729 0 26,18 27,18 27,19 26,19 25,19 25,20 24,20 23,20
15730 0 26,17 26,18 27,18 27,19 26,19 25,19 25,20 24,20
15731 0 27,17 26,17 26,18 27,18 27,19 26,19 25,19 25,20
15732 0 28,17 27,17 26,17 26,18 27,18 27,19 26,19 25,19
15733 0 28,18 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15734 0 28,17 27,17 26,17 26,18 27,18 27,19 26,19 25,19
15735 0 28,18 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15736 0 28,18 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15737 0 28,18 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15738 0 28,17 27,17 26,17 26,18 27,18 27,19 26,19 26,20
15739 0 29,17 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15740 0 30,17 29,17 28,17 27,17 26,17 26,18 27,18 27,19
15741 0 31,17 30,17 29,17 28,17 27,17 26,17 26,18 27,18
15742 0 30,17 29,17 28,17 27,17 26,17 26,18 27,18 27,19
15743 0 29,17 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15744 0 28,17 27,17 26,17 26,18 27,18 27,19 26,19 25,19
15745 0 28,16 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15746 0 29,16 28,16 28,17 27,17 26,17 26,18 27,18 27,19
15747 0 28,16 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15748 0 28,16 28,17 27,17 26,17 26,18 27,18 27,19 26,19
15749 0 27,16 28,16 28,17 27,17 26,17 26,18 27,18 27,19
15750 0 28,16 28,17 27,17 26,17 26,18 27,18 27,19 27,20
15751 0 27,16 28,16 28,17 27,17 26,17 26,18 27,18 27,19
15752 0 27,16 28,16 28,17 27,17 26,17 26,18 27,18 27,19
15753 0 27,15 27,16 28,16 28,17 27,17 26,17 26,18 27,18
15754 0 27,15 27,16 28,16 28,17 27,17 26,17 26,18 27,18
15755 0 26,15 27,15 27,16 28,16 28,17 27,17 26,17 26,18
15756 0 26,14 26,15 27,15 27,16 28,16 28,17 27,17 26,17
15757 0 26,15 27,15 27,16 28,16 28,17 27,17 26,17 26,18
15758 0 26,16 26,15 27,15 27,16 28,16 28,17 27,17 26,17
15759 0 26,16 26,15 27,15 27,16 28,16 28,17 27,17 26,17
15760 0 26,15 27,15 27,16 28,16 28,17 27,17 26,17 26,16
15761 0 26,16 26,15 27,15 27,16 28,16 28,17 27,17 26,17
15762 0 26,15 27,15 27,16 28,16 28,17 27,17 26,17 25,17
15763 0 26,14 26,15 27,15 27,16 28,16 28,17 27,17 26,17
15764 0 26,15 27,15 27,16 28,16 28,17 27,17 26,17 26,18
15765 0 27,15 27,16 28,16 28,17 27,17 26,17 26,18 25,18
15766 0 28,15 27,15 27,16 28,16 28,17 27,17 26,17 26,18
15767 0 29,15 28,15 27,15 27,16 28,16 28,17 27,17 26,17
15768 0 30,15 29,15 28,15 27,15 27,16 28,16 28,17 27,17
15769 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 28,17
15770 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 28,17
15771 0 31,14 30,14 30,15 29,15 28,15 27,15 27,16 28,16
15772 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 29,16
15773 0 30,13 30,14 30,15 29,15 28,15 27,15 27,16 28,16
15774 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 29,16
15775 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 29,16
15776 0 30,14 30,15 29,15 28,15 27,15 27,16 28,16 29,16
15777 0 31,14 30,14 30,15 29,15 28,15 27,15 27,16 28,16
15778 0 32,14 31,14 30,14 30,15 29,15 28,15 27,15 27,16
15779 0 32,13 32,14 31,14 30,14 30,15 29,15 28,15 27,15
15780 0 32,14 31,14 30,14 30,15 29,15 28,15 27,15 26,15
15781 0 32,13 32,14 31,14 30,14 30,15 29,15 28,15 27,15
15782 0 33,13 32,13 32,14 31,14 30,14 30,15 29,15 28,15
15783 0 33,12 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15784 0 33,12 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15785 0 33,12 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15786 0 33,13 32,13 32,14 31,14 30,14 30,15 29,15 28,15
15787 0 33,13 32,13 32,14 31,14 30,14 30,15 29,15 28,15
15788 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15789 0 33,15 33,14 33,13 32,13 32,14 31,14 30,14 30,15
15790 0 33,15 33,14 33,13 32,13 32,14 31,14 30,14 30,15
15791 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15792 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15793 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15794 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15795 0 33,15 33,14 33,13 32,13 32,14 31,14 30,14 30,15
15796 0 33,14 33,13 32,13 32,14 31,14 30,14 30,15 29,15
15797 0 33,13 32,13 32,14 31,14 30,14 30,15 29,15 29,14
15798 0 33,13 32,13 32,14 31,14 30,14 30,15 29,15 29,14
15799 0 32,13 32,14 31,14 30,14 30,15 29,15 29,14 29,13
15800 0 32,12 32,13 32,14 31,14 30,14 30,15 29,15 29,14
15801 0 32,13 32,14 31,14 30,14 30,15 29,15 29,14 29,13
15802 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15803 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15804 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15805 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15806 0 31,15 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15807 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15808 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15809 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15810 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15811 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15812 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,12
15813 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15814 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15815 0 32,13 32,14 31,14 30,14 30,15 29,15 29,14 29,13
15816 0 32,14 31,14 30,14 30,15 29,15 29,14 29,13 28,13
15817 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15818 0 31,14 30,14 30,15 29,15 29,14 29,13 28,13 28,14
15819 0 30,14 30,15 29,15 29,14 29,13 28,13 28,14 27,14
15820 0 30,14 30,15 29,15 29,14 29,13 28,13 28,14 27,14
15821 0 30,15 29,15 29,14 29,13 28,13 28,14 27,14 27,13
15822 0 30,15 29,15 29,14 29,13 28,13 28,14 27,14 27,13
15823 0 30,16 30,15 29,15 29,14 29,13 28,13 28,14 27,14
15824 0 30,17 30,16 30,15 29,15 29,14 29,13 28,13 28,14
15825 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15826 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15827 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15828 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15829 0 30,17 30,16 30,15 29,15 29,14 29,13 28,13 27,13
15830 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15831 0 29,17 30,17 30,16 30,15 29,15 29,14 29,13 28,13
15832 0 28,17 29,17 30,17 30,16 30,15 29,15 29,14 29,13
15833 0 28,18 28,17 29,17 30,17 30,16 30,15 29,15 29,14
15834 0 28,18 28,17 29,17 30,17 30,16 30,15 29,15 29,14
15835 0 27,18 28,18 28,17 29,17 30,17 30,16 30,15 29,15
15836 0 28,18 28,17 29,17 30,17 30,16 30,15 29,15 28,15
15837 0 28,17 29,17 30,17 30,16 30,15 29,15 28,15 28,16
15838 0 29,17 30,17 30,16 30,15 29,15 28,15 28,16 27,16
15839 0 28,17 29,17 30,17 30,16 30,15 29,15 28,15 28,16
15840 0 29,17 30,17 30,16 30,15 29,15 28,15 28,16 29,16
15841 0 30,17 30,16 30,15 29,15 28,15 28,16 29,16 29,17
15842 0 30,17 30,16 30,15 29,15 28,15 28,16 29,16 29,17
15843 0 31,17 30,17 30,16 30,15 29,15 28,15 28,16 29,16
15844 0 31,17 30,17 30,16 30,15 29,15 28,15 28,16 29,16
15845 0 31,17 30,17 30,16 30,15 29,15 28,15 28,16 29,16
15846 0 31,17 30,17 30,16 30,15 29,15 28,15 28,16 29,16
15847 0 31,16 31,17 30,17 30,16 30,15 29,15 28,15 28,16
15848 0 31,16 31,17 30,17 30,16 30,15 29,15 28,15 28,16
15849 0 32,16 31,16 31,17 30,17 30,16 30,15 29,15 28,15
15850 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15851 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15852 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15853 0 32,16 31,16 31,17 30,17 30,16 30,15 29,15 28,15
15854 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15855 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15856 0 33,15 33,16 32,16 31,16 31,17 30,17 30,16 30,15
15857 0 33,15 33,16 32,16 31,16 31,17 30,17 30,16 30,15
15858 0 33,16 32,16 31,16 31,17 30,17 30,16 30,15 29,15
15859 0 32,16 31,16 31,17 30,17 30,16 30,15 29,15 29,16
15860 0 31,16 31,17 30,17 30,16 30,15 29,15 29,16 28,16
15861 0 31,17 30,17 30,16 30,15 29,15 29,16 28,16 28,15
15862 0 30,17 30,16 30,15 29,15 29,16 28,16 28,15 28,14
15863 0 30,17 30,16 30,15 29,15 29,16 28,16 28,15 28,14
15864 0 30,17 30,16 30,15 29,15 29,16 28,16 28,15 28,14
15865 0 30,18 30,17 30,16 30,15 29,15 29,16 28,16 28,15
15866 0 31,18 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15867 0 30,18 30,17 30,16 30,15 29,15 29,16 28,16 28,15
15868 0 31,18 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15869 0 31,18 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15870 0 30,18 30,17 30,16 30,15 29,15 29,16 28,16 28,15
15871 0 30,19 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15872 0 30,19 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15873 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15874 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15875 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15876 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15877 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15878 0 29,20 29,19 30,19 30,18 30,17 30,16 30,15 29,15
15879 0 29,21 29,20 29,19 30,19 30,18 30,17 30,16 30,15
15880 0 29,20 29,19 30,19 30,18 30,17 30,16 30,15 29,15
15881 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15882 0 29,19 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15883 0 30,19 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15884 0 30,19 30,18 30,17 30,16 30,15 29,15 29,16 28,16
15885 0 30,20 30,19 30,18 30,17 30,16 30,15 29,15 29,16
15886 0 30,21 30,20 30,19 30,18 30,17 30,16 30,15 29,15
15887 0 30,22 30,21 30,20 30,19 30,18 30,17 30,16 30,15
15888 0 30,21 30,20 30,19 30,18 30,17 30,16 30,15 30,14
15889 0 31,21 30,21 30,20 30,19 30,18 30,17 30,16 30,15
15890 0 30,21 30,20 30,19 30,18 30,17 30,16 30,15 30,14
15891 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 30,15
15892 0 28,21 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15893 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 31,16
15894 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15895 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15896 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15897 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15898 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15899 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 29,16
15900 0 30,21 30,20 30,19 30,18 30,17 30,16 29,16 29,17
15901 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 29,16
15902 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 29,16
15903 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15904 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15905 0 29,20 29,21 30,21 30,20 30,19 30,18 30,17 30,16
15906 0 29,21 30,21 30,20 30,19 30,18 30,17 30,16 31,16
15907 0 30,21 30,20 30,19 30,18 30,17 30,16 31,16 32,16
15908 0 31,21 30,21 30,20 30,19 30,18 30,17 30,16 31,16
15909 0 31,22 31,21 30,21 30,20 30,19 30,18 30,17 30,16
15910 0 31,23 31,22 31,21 30,21 30,20 30,19 30,18 30,17
15911 0 32,23 31,23 31,22 31,21 30,21 30,20 30,19 30,18
15912 0 32,22 32,23 31,23 31,22 31,21 30,21 30,20 30,19
15913 0 32,23 31,23 31,22 31,21 30,21 30,20 30,19 30,18
15914 0 33,23 32,23 31,23 31,22 31,21 30,21 30,20 30,19
15915 0 32,23 31,23 31,22 31,21 30,21 30,20 30,19 31,19
15916 0 32,23 31,23 31,22 31,21 30,21 30,20 30,19 31,19
15917 0 32,23 31,23 31,22 31,21 30,21 30,20 30,19 31,19
15918 0 31,23 31,22 31,21 30,21 30,20 30,19 31,19 31,20
15919 0 31,24 31,23 31,22 31,21 30,21 30,20 30,19 31,19
15920 0 32,24 31,24 31,23 31,22 31,21 30,21 30,20 30,19
15921 0 32,25 32,24 31,24 31,23 31,22 31,21 30,21 30,20
15922 0 32,24 31,24 31,23 31,22 31,21 30,21 30,20 29,20
15923 0 32,24 31,24 31,23 31,22 31,21 30,21 30,20 29,20
15924 0 31,24 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15925 0 31,24 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15926 0 31,24 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15927 0 31,24 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15928 0 31,23 31,22 31,21 30,21 30,20 29,20 29,21 28,21
15929 0 30,23 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15930 0 30,23 31,23 31,22 31,21 30,21 30,20 29,20 29,21
15931 0 31,23 31,22 31,21 30,21 30,20 29,20 29,21 29,22
15932 0 31,22 31,21 30,21 30,20 29,20 29,21 29,22 29,23
15933 0 31,21 30,21 30,20 29,20 29,21 29,22 29,23 29,24
15934 0 32,21 31,21 30,21 30,20 29,20 29,21 29,22 29,23
15935 0 31,21 30,21 30,20 29,20 29,21 29,22 29,23 29,24
15936 0 30,21 30,20 29,20 29,21 29,22 29,23 29,24 28,24
15937 0 31,21 30,21 30,20 29,20 29,21 29,22 29,23 29,24
15938 0 32,21 31,21 30,21 30,20 29,20 29,21 29,22 29,23
15939 0 32,20 32,21 31,21 30,21 30,20 29,20 29,21 29,22
15940 0 32,21 31,21 30,21 30,20 29,20 29,21 29,22 30,22
15941 0 32,22 32,21 31,21 30,21 30,20 29,20 29,21 29,22
15942 0 32,23 32,22 32,21 31,21 30,21 30,20 29,20 29,21
15943 0 32,22 32,21 31,21 30,21 30,20 29,20 29,21 28,21
15944 0 32,21 31,21 30,21 30,20 29,20 29,21 28,21 27,21
15945 0 33,21 32,21 31,21 30,21 30,20 29,20 29,21 28,21
15946 0 33,20 33,21 32,21 31,21 30,21 30,20 29,20 29,21
15947 0 34,20 33,20 33,21 32,21 31,21 30,21 30,20 29,20
15948 0 33,20 33,21 32,21 31,21 30,21 30,20 29,20 29,19
15949 0 33,21 32,21 31,21 30,21 30,20 29,20 29,19 28,19
15950 0 32,21 31,21 30,21 30,20 29,20 29,19 28,19 28,20
15951 0 31,21 30,21 30,20 29,20 29,19 28,19 28,20 27,20
15952 0 31,21 30,21 30,20 29,20 29,19 28,19 28,20 27,20
15953 0 30,21 30,20 29,20 29,19 28,19 28,20 27,20 27,21
15954 0 30,20 29,20 29,19 28,19 28,20 27,20 27,21 27,22
15955 0 29,20 29,19 28,19 28,20 27,20 27,21 27,22 27,23
15956 0 29,20 29,19 28,19 28,20 27,20 27,21 27,22 27,23
15957 0 29,19 28,19 28,20 27,20 27,21 27,22 27,23 28,23
15958 0 29,20 29,19 28,19 28,20 27,20 27,21 27,22 27,23
15959 0 29,19 28,19 28,20 27,20 27,21 27,22 27,23 26,23
15960 0 29,20 29,19 28,19 28,20 27,20 27,21 27,22 27,23
15961 0 29,20 29,19 28,19 28,20 27,20 27,21 27,22 27,23
15962 0 29,19 28,19 28,20 27,20 27,21 27,22 27,23 28,23
15963 0 29,19 28,19 28,20 27,20 27,21 27,22 27,23 28,23
15964 0 28,19 28,20 27,20 27,21 27,22 27,23 28,23 28,24
15965 0 28,20 27,20 27,21 27,22 27,23 28,23 28,24 28,25
15966 0 27,20 27,21 27,22 27,23 28,23 28,24 28,25 28,26
15967 0 27,19 27,20 27,21 27,22 27,23 28,23 28,24 28,25
15968 0 27,20 27,21 27,22 27,23 28,23 28,24 28,25 27,25
15969 0 27,21 27,22 27,23 28,23 28,24 28,25 27,25 27,26
15970 0 27,21 27,22 27,23 28,23 28,24 28,25 27,25 27,26
15971 0 27,22 27,23 28,23 28,24 28,25 27,25 27,26 28,26
15972 0 27,22 27,23 28,23 28,24 28,25 27,25 27,26 28,26
15973 0 27,23 28,23 28,24 28,25 27,25 27,26 28,26 29,26
15974 0 28,23 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15975 0 28,23 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15976 0 28,24 28,25 27,25 27,26 28,26 29,26 29,25 30,25
15977 0 27,24 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15978 0 27,24 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15979 0 27,24 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15980 0 28,24 28,25 27,25 27,26 28,26 29,26 29,25 29,24
15981 0 28,24 28,25 27,25 27,26 28,26 29,26 29,25 29,24
15982 0 28,23 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15983 0 28,23 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15984 0 28,23 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15985 0 28,24 28,25 27,25 27,26 28,26 29,26 29,25 29,24
15986 0 29,24 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15987 0 29,24 28,24 28,25 27,25 27,26 28,26 29,26 29,25
15988 0 29,25 29,24 28,24 28,25 27,25 27,26 28,26 29,26
15989 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 28,26
15990 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 28,26
15991 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 28,26
15992 0 28,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
15993 0 28,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
15994 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 26,26
15995 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 26,26
15996 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
15997 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
15998 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
15999 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
16000 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
16001 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 27,27
16002 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
16003 0 30,26 29,26 29,25 29,24 28,24 28,25 27,25 27,26
16004 0 29,26 29,25 29,24 28,24 28,25 27,25 27,26 28,26
16005 0 29,27 29,26 29,25 29,24 28,24 28,25 27,25 27,26
